,sample,time_sec,event_id,event_type,event_color
10398,2868.14,103.98,,,
10399,2734.88,103.99,,,
10400,2500.75,104.0,,,
10401,2689.81,104.01,,,
10402,2003.33,104.02,,,
10403,1629.78,104.03,,,
10404,1068.6,104.04,,,
10405,1299.02,104.05,,,
10406,917.99,104.06,,,
10407,960.38,104.07,,,
10408,381.17,104.08,,,
10409,395.47,104.09,,,
10410,-185.86,104.1,,,
10411,-235.49,104.11,,,
10412,-938.03,104.12,,,
10413,-1171.46,104.13,,,
10414,-1718.05,104.14,,,
10415,-1482.77,104.15,,,
10416,-1722.65,104.16,,,
10417,-1286.61,104.17,,,
10418,-1260.72,104.18,,,
10419,-873.21,104.19,,,
10420,-1016.96,104.2,,,
10421,-667.57,104.21,,,
10422,-783.5,104.22,,,
10423,-464.11,104.23,,,
10424,-547.95,104.24,,,
10425,-204.23,104.25,,,
10426,-404.75,104.26,,,
10427,-134.31,104.27,,,
10428,-289.23,104.28,,,
10429,44.19,104.29,,,
10430,-107.35,104.3,,,
10431,190.22,104.31,,,
10432,59.5,104.32,,,
10433,317.67,104.33,,,
10434,206.87,104.34,,,
10435,448.09,104.35,,,
10436,255.21,104.36,,,
10437,435.53,104.37,,,
10438,300.59,104.38,,,
10439,453.59,104.39,,,
10440,253.93,104.4,,,
10441,492.49,104.41,,,
10442,293.53,104.42,,,
10443,410.27,104.43,,,
10444,289.92,104.44,,,
10445,40.99,104.45,,,
10446,-1131.14,104.46,,,
10447,-2050.01,104.47,,,
10448,-3237.83,104.48,,,
10449,-3923.69,104.49,,,
10450,-4593.57,104.5,,,
10451,-4839.03,104.51,,,
10452,-5008.24,104.52,,,
10453,-4668.81,104.53,,,
10454,-4549.4,104.54,,,
10455,-4099.43,104.55,,,
10456,-3786.77,104.56,,,
10457,-3080.63,104.57,,,
10458,-2643.24,104.58,,,
10459,-2049.7,104.59,,,
10460,-1654.23,104.6,,,
10461,-1016.21,104.61,,,
10462,-504.75,104.62,,,
10463,183.61,104.63,,,
10464,580.91,104.64,,,
10465,1092.23,104.65,,,
10466,1261.93,104.66,,,
10467,1614.44,104.67,,,
10468,1838.59,104.68,,,
10469,2090.01,104.69,,,
10470,2132.75,104.7,,,
10471,2367.24,104.71,,,
10472,2411.67,104.72,,,
10473,2586.07,104.73,,,
10474,2687.37,104.74,,,
10475,2882.14,104.75,,,
10476,2905.74,104.76,,,
10477,2961.49,104.77,,,
10478,2885.21,104.78,,,
10479,2835.77,104.79,,,
10480,2744.49,104.8,,,
10481,2755.57,104.81,,,
10482,2642.44,104.82,,,
10483,2516.24,104.83,,,
10484,2457.27,104.84,,,
10485,2460.22,104.85,,,
10486,2364.32,104.86,,,
10487,2276.91,104.87,,,
10488,2096.34,104.88,,,
10489,2012.17,104.89,,,
10490,1937.94,104.9,,,
10491,1856.79,104.91,,,
10492,1845.91,104.92,,,
10493,1659.85,104.93,,,
10494,1519.81,104.94,,,
10495,1451.19,104.95,,,
10496,1318.66,104.96,,,
10497,1155.25,104.97,,,
10498,1169.74,104.98,,,
10499,977.62,104.99,,,
10500,894.63,105.0,,,
10501,715.8,105.01,,,
10502,700.21,105.02,,,
10503,649.32,105.03,,,
10504,726.91,105.04,,,
10505,578.0,105.05,,,
10506,644.97,105.06,,,
10507,494.1,105.07,,,
10508,551.09,105.08,,,
10509,454.36,105.09,,,
10510,555.92,105.1,,,
10511,408.93,105.11,,,
10512,450.28,105.12,,,
10513,158.53,105.13,,,
10514,146.6,105.14,,,
10515,-13.79,105.15,,,
10516,33.65,105.16,,,
10517,-118.43,105.17,,,
10518,-69.64,105.18,,,
10519,-245.74,105.19,,,
10520,-17.89,105.2,,,
10521,-103.8,105.21,,,
10522,1.37,105.22,2,Right,blue
10523,-141.05,105.23,2,Right,blue
10524,-13.35,105.24,2,Right,blue
10525,-245.96,105.25,2,Right,blue
10526,-106.71,105.26,2,Right,blue
10527,-305.85,105.27,2,Right,blue
10528,-183.46,105.28,2,Right,blue
10529,-477.54,105.29,2,Right,blue
10530,-336.2,105.3,2,Right,blue
10531,-566.23,105.31,2,Right,blue
10532,-426.76,105.32,2,Right,blue
10533,-497.17,105.33,2,Right,blue
10534,-203.29,105.34,2,Right,blue
10535,-347.98,105.35,2,Right,blue
10536,-231.65,105.36,2,Right,blue
10537,-447.34,105.37,2,Right,blue
10538,-176.86,105.38,2,Right,blue
10539,-369.05,105.39,2,Right,blue
10540,-133.01,105.4,2,Right,blue
10541,-264.36,105.41,2,Right,blue
10542,-68.07,105.42,2,Right,blue
10543,-316.52,105.43,2,Right,blue
10544,-138.49,105.44,2,Right,blue
10545,-405.24,105.45,2,Right,blue
10546,-522.19,105.46,2,Right,blue
10547,-701.39,105.47,2,Right,blue
10548,927.44,105.48,2,Right,blue
10549,2368.93,105.49,2,Right,blue
10550,4271.1,105.5,2,Right,blue
10551,5427.78,105.51,2,Right,blue
10552,6709.89,105.52,2,Right,blue
10553,7067.31,105.53,2,Right,blue
10554,7474.18,105.54,2,Right,blue
10555,6748.03,105.55,2,Right,blue
10556,5858.7,105.56,2,Right,blue
10557,5084.66,105.57,2,Right,blue
10558,4340.63,105.58,2,Right,blue
10559,3658.36,105.59,2,Right,blue
10560,2939.9,105.6,2,Right,blue
10561,1953.13,105.61,2,Right,blue
10562,929.81,105.62,2,Right,blue
10563,-121.26,105.63,2,Right,blue
10564,-736.38,105.64,2,Right,blue
10565,-1666.21,105.65,2,Right,blue
10566,-1895.36,105.66,2,Right,blue
10567,-2597.98,105.67,2,Right,blue
10568,-2679.53,105.68,2,Right,blue
10569,-3177.59,105.69,2,Right,blue
10570,-3154.04,105.7,2,Right,blue
10571,-3708.4,105.71,2,Right,blue
10572,-3572.15,105.72,,,
10573,-3847.82,105.73,,,
10574,-3587.4,105.74,,,
10575,-3899.62,105.75,,,
10576,-3676.49,105.76,,,
10577,-3916.82,105.77,,,
10578,-3506.67,105.78,,,
10579,-3663.4,105.79,,,
10580,-3264.7,105.8,,,
10581,-3572.89,105.81,,,
10582,-3204.36,105.82,,,
10583,-3331.97,105.83,,,
10584,-2957.18,105.84,,,
10585,-2747.26,105.85,,,
10586,-2345.12,105.86,,,
10587,-2603.84,105.87,,,
10588,-1454.86,105.88,,,
10589,-1031.25,105.89,,,
10590,-281.64,105.9,,,
10591,-223.42,105.91,,,
10592,-166.73,105.92,,,
10593,-1000.31,105.93,,,
10594,-867.56,105.94,,,
10595,-1497.09,105.95,,,
10596,-1739.95,105.96,,,
10597,-2409.49,105.97,,,
10598,-2240.48,105.98,,,
10599,-3045.95,105.99,,,
10600,-2989.21,106.0,,,
10601,-3630.21,106.01,,,
10602,-3752.63,106.02,,,
10603,-4093.6,106.03,,,
10604,-3829.17,106.04,,,
10605,-4242.86,106.05,,,
10606,-3822.91,106.06,,,
10607,-3561.83,106.07,,,
10608,-3012.45,106.08,,,
10609,-3270.58,106.09,,,
10610,-3175.65,106.1,,,
10611,-3590.66,106.11,,,
10612,-3402.23,106.12,,,
10613,-3196.93,106.13,,,
10614,-2106.18,106.14,,,
10615,-1004.43,106.15,,,
10616,830.8,106.16,,,
10617,1896.51,106.17,,,
10618,3494.98,106.18,,,
10619,4262.03,106.19,,,
10620,5305.6,106.2,,,
10621,5559.42,106.21,,,
10622,5837.78,106.22,,,
10623,5250.69,106.23,,,
10624,5023.35,106.24,,,
10625,3520.76,106.25,,,
10626,3481.55,106.26,,,
10627,3434.45,106.27,,,
10628,4004.02,106.28,,,
10629,3463.86,106.29,,,
10630,3371.2,106.3,,,
10631,3434.82,106.31,,,
10632,2694.76,106.32,,,
10633,2005.11,106.33,,,
10634,2070.36,106.34,,,
10635,1278.54,106.35,,,
10636,1144.86,106.36,,,
10637,715.69,106.37,,,
10638,697.64,106.38,,,
10639,-242.14,106.39,,,
10640,-140.18,106.4,,,
10641,-381.36,106.41,,,
10642,-645.16,106.42,,,
10643,-1360.62,106.43,,,
10644,-1431.03,106.44,,,
10645,-1781.17,106.45,,,
10646,-1525.5,106.46,,,
10647,-1629.5,106.47,,,
10648,-1347.48,106.48,,,
10649,-1626.79,106.49,,,
10650,-1184.9,106.5,,,
10651,-1142.7,106.51,,,
10652,-843.72,106.52,,,
10653,-968.71,106.53,,,
10654,-721.93,106.54,,,
10655,-894.34,106.55,,,
10656,-580.1,106.56,,,
10657,-575.37,106.57,,,
10658,-318.84,106.58,,,
10659,-495.73,106.59,,,
10660,-258.13,106.6,,,
10661,-340.58,106.61,,,
10662,26.03,106.62,,,
10663,-14.04,106.63,,,
10664,43.24,106.64,,,
10665,-161.06,106.65,,,
10666,38.13,106.66,,,
10667,-3.69,106.67,,,
10668,295.2,106.68,,,
10669,-22.52,106.69,,,
10670,-530.29,106.7,,,
10671,-1685.18,106.71,,,
10672,-2917.99,106.72,,,
10673,-3944.33,106.73,,,
10674,-4386.45,106.74,,,
10675,-5136.1,106.75,,,
10676,-5211.68,106.76,,,
10677,-5312.38,106.77,,,
10678,-5059.75,106.78,,,
10679,-4673.08,106.79,,,
10680,-4052.07,106.8,,,
10681,-3743.18,106.81,,,
10682,-3148.3,106.82,,,
10683,-2383.52,106.83,,,
10684,-1553.11,106.84,,,
10685,-1203.75,106.85,,,
10686,-488.26,106.86,,,
10687,87.68,106.87,,,
10688,546.8,106.88,,,
10689,817.12,106.89,,,
10690,1293.29,106.9,,,
10691,1651.46,106.91,,,
10692,2050.06,106.92,,,
10693,2155.91,106.93,,,
10694,2340.21,106.94,,,
10695,2576.88,106.95,,,
10696,2780.49,106.96,,,
10697,2723.99,106.97,,,
10698,2939.71,106.98,,,
10699,3072.84,106.99,,,
10700,3194.2,107.0,,,
10701,3242.39,107.01,,,
10702,3131.05,107.02,,,
10703,3108.74,107.03,,,
10704,3102.06,107.04,,,
10705,3000.3,107.05,,,
10706,2940.82,107.06,,,
10707,2957.08,107.07,,,
10708,2882.59,107.08,,,
10709,2832.35,107.09,,,
10710,2705.27,107.1,,,
10711,2589.35,107.11,,,
10712,2428.33,107.12,,,
10713,2385.55,107.13,,,
10714,2117.58,107.14,,,
10715,1915.11,107.15,,,
10716,1834.57,107.16,,,
10717,1831.75,107.17,,,
10718,1644.4,107.18,,,
10719,1501.21,107.19,,,
10720,1332.79,107.2,,,
10721,1351.19,107.21,,,
10722,1228.08,107.22,,,
10723,1212.15,107.23,,,
10724,949.77,107.24,,,
10725,894.24,107.25,,,
10726,742.82,107.26,,,
10727,754.55,107.27,,,
10728,487.91,107.28,,,
10729,553.83,107.29,,,
10730,336.24,107.3,,,
10731,314.95,107.31,,,
10732,199.33,107.32,,,
10733,354.84,107.33,,,
10734,173.19,107.34,,,
10735,317.97,107.35,,,
10736,184.1,107.36,,,
10737,230.28,107.37,,,
10738,33.05,107.38,,,
10739,161.82,107.39,,,
10740,-102.19,107.4,,,
10741,-89.85,107.41,,,
10742,-292.93,107.42,,,
10743,-94.29,107.43,,,
10744,-306.52,107.44,,,
10745,-108.01,107.45,,,
10746,-219.38,107.46,,,
10747,-88.24,107.47,,,
10748,-295.63,107.48,,,
10749,-68.42,107.49,,,
10750,-209.52,107.5,,,
10751,-39.22,107.51,,,
10752,-334.86,107.52,,,
10753,-175.05,107.53,,,
10754,-454.32,107.54,,,
10755,-361.27,107.55,,,
10756,-516.76,107.56,,,
10757,-75.42,107.57,,,
10758,-409.72,107.58,,,
10759,-771.03,107.59,,,
10760,-187.46,107.6,,,
10761,1946.6,107.61,,,
10762,3452.57,107.62,1,Left,green
10763,5216.51,107.63,1,Left,green
10764,6102.64,107.64,1,Left,green
10765,7065.75,107.65,1,Left,green
10766,6957.05,107.66,1,Left,green
10767,7076.79,107.67,1,Left,green
10768,6324.96,107.68,1,Left,green
10769,5391.3,107.69,1,Left,green
10770,4357.59,107.7,1,Left,green
10771,3201.29,107.71,1,Left,green
10772,2010.96,107.72,1,Left,green
10773,1221.8,107.73,1,Left,green
10774,163.87,107.74,1,Left,green
10775,-357.96,107.75,1,Left,green
10776,-1350.25,107.76,1,Left,green
10777,-1662.59,107.77,1,Left,green
10778,-2392.06,107.78,1,Left,green
10779,-2510.42,107.79,1,Left,green
10780,-3064.69,107.8,1,Left,green
10781,-2999.71,107.81,1,Left,green
10782,-3505.35,107.82,1,Left,green
10783,-3287.14,107.83,1,Left,green
10784,-3556.44,107.84,1,Left,green
10785,-3396.79,107.85,1,Left,green
10786,-3689.46,107.86,1,Left,green
10787,-3338.18,107.87,1,Left,green
10788,-3591.42,107.88,1,Left,green
10789,-3262.92,107.89,1,Left,green
10790,-3427.1,107.9,1,Left,green
10791,-3026.91,107.91,1,Left,green
10792,-3254.63,107.92,1,Left,green
10793,-2934.15,107.93,1,Left,green
10794,-3085.95,107.94,1,Left,green
10795,-2634.95,107.95,1,Left,green
10796,-2785.55,107.96,1,Left,green
10797,-2437.19,107.97,1,Left,green
10798,-2676.47,107.98,1,Left,green
10799,-2231.09,107.99,1,Left,green
10800,-2356.91,108.0,1,Left,green
10801,-1867.5,108.01,1,Left,green
10802,-1951.43,108.02,1,Left,green
10803,-1512.33,108.03,1,Left,green
10804,-1750.54,108.04,1,Left,green
10805,-1375.97,108.05,1,Left,green
10806,-1543.41,108.06,1,Left,green
10807,-1164.73,108.07,1,Left,green
10808,-1953.49,108.08,1,Left,green
10809,-1341.91,108.09,1,Left,green
10810,-319.48,108.1,1,Left,green
10811,406.18,108.11,1,Left,green
10812,446.72,108.12,,,
10813,1236.93,108.13,,,
10814,1518.43,108.14,,,
10815,1669.67,108.15,,,
10816,1362.6,108.16,,,
10817,1165.79,108.17,,,
10818,196.12,108.18,,,
10819,-477.77,108.19,,,
10820,-962.6,108.2,,,
10821,-1246.87,108.21,,,
10822,-2157.49,108.22,,,
10823,-2274.25,108.23,,,
10824,-2790.47,108.24,,,
10825,-2503.03,108.25,,,
10826,-2489.82,108.26,,,
10827,-1932.4,108.27,,,
10828,-2033.03,108.28,,,
10829,-1470.05,108.29,,,
10830,-1604.46,108.3,,,
10831,-1646.16,108.31,,,
10832,-1211.7,108.32,,,
10833,323.3,108.33,,,
10834,551.57,108.34,,,
10835,1467.38,108.35,,,
10836,1255.89,108.36,,,
10837,1853.75,108.37,,,
10838,1758.66,108.38,,,
10839,1718.86,108.39,,,
10840,1183.51,108.4,,,
10841,1611.56,108.41,,,
10842,745.5,108.42,,,
10843,751.0,108.43,,,
10844,432.85,108.44,,,
10845,635.27,108.45,,,
10846,310.34,108.46,,,
10847,473.39,108.47,,,
10848,-53.93,108.48,,,
10849,-51.71,108.49,,,
10850,-292.79,108.5,,,
10851,151.0,108.51,,,
10852,103.85,108.52,,,
10853,304.64,108.53,,,
10854,-102.32,108.54,,,
10855,-103.81,108.55,,,
10856,-479.47,108.56,,,
10857,-314.74,108.57,,,
10858,-574.87,108.58,,,
10859,-309.76,108.59,,,
10860,-439.06,108.6,,,
10861,-179.81,108.61,,,
10862,-444.59,108.62,,,
10863,-270.21,108.63,,,
10864,-364.14,108.64,,,
10865,25.16,108.65,,,
10866,-199.76,108.66,,,
10867,-22.97,108.67,,,
10868,-155.6,108.68,,,
10869,155.63,108.69,,,
10870,87.91,108.7,,,
10871,378.55,108.71,,,
10872,221.95,108.72,,,
10873,299.97,108.73,,,
10874,-13.52,108.74,,,
10875,788.12,108.75,,,
10876,1967.39,108.76,,,
10877,3368.83,108.77,,,
10878,4414.51,108.78,,,
10879,5456.44,108.79,,,
10880,5903.2,108.8,,,
10881,6436.21,108.81,,,
10882,6400.61,108.82,,,
10883,6436.4,108.83,,,
10884,5964.04,108.84,,,
10885,5461.95,108.85,,,
10886,4923.61,108.86,,,
10887,4308.05,108.87,,,
10888,3733.06,108.88,,,
10889,3123.98,108.89,,,
10890,2444.08,108.9,,,
10891,1928.5,108.91,,,
10892,1298.09,108.92,,,
10893,744.47,108.93,,,
10894,5.27,108.94,,,
10895,-489.6,108.95,,,
10896,-1044.98,108.96,,,
10897,-1307.44,108.97,,,
10898,-1775.45,108.98,,,
10899,-1981.93,108.99,,,
10900,-2318.47,109.0,,,
10901,-2498.01,109.01,,,
10902,-2679.12,109.02,,,
10903,-2625.77,109.03,,,
10904,-2790.94,109.04,,,
10905,-2960.15,109.05,,,
10906,-3060.08,109.06,,,
10907,-3101.16,109.07,,,
10908,-3088.32,109.08,,,
10909,-3114.04,109.09,,,
10910,-3164.75,109.1,,,
10911,-2975.47,109.11,,,
10912,-2787.33,109.12,,,
10913,-2729.12,109.13,,,
10914,-2744.11,109.14,,,
10915,-2702.84,109.15,,,
10916,-2572.59,109.16,,,
10917,-2494.1,109.17,,,
10918,-2322.0,109.18,,,
10919,-2099.09,109.19,,,
10920,-2013.4,109.2,,,
10921,-2031.67,109.21,,,
10922,-1953.68,109.22,,,
10923,-2020.78,109.23,,,
10924,-1947.71,109.24,,,
10925,-1880.86,109.25,,,
10926,-1695.27,109.26,,,
10927,-1639.75,109.27,,,
10928,-1413.37,109.28,,,
10929,-1369.86,109.29,,,
10930,-1199.19,109.3,,,
10931,-1160.24,109.31,,,
10932,-947.75,109.32,,,
10933,-931.88,109.33,,,
10934,-814.34,109.34,,,
10935,-752.32,109.35,,,
10936,-476.01,109.36,,,
10937,-497.31,109.37,,,
10938,-398.41,109.38,,,
10939,-443.61,109.39,,,
10940,-199.66,109.4,,,
10941,-347.16,109.41,,,
10942,-223.85,109.42,,,
10943,-233.38,109.43,,,
10944,8.32,109.44,,,
10945,-82.51,109.45,,,
10946,82.68,109.46,,,
10947,-3.27,109.47,,,
10948,118.84,109.48,,,
10949,-64.77,109.49,,,
10950,238.37,109.5,,,
10951,243.56,109.51,,,
10952,375.1,109.52,,,
10953,220.15,109.53,,,
10954,360.03,109.54,,,
10955,192.91,109.55,,,
10956,343.67,109.56,,,
10957,194.68,109.57,,,
10958,454.13,109.58,,,
10959,309.38,109.59,,,
10960,546.17,109.6,,,
10961,303.64,109.61,,,
10962,367.5,109.62,,,
10963,126.07,109.63,,,
10964,447.21,109.64,,,
10965,274.64,109.65,,,
10966,447.11,109.66,,,
10967,232.32,109.67,,,
10968,514.89,109.68,,,
10969,271.34,109.69,,,
10970,454.84,109.7,,,
10971,261.11,109.71,,,
10972,573.37,109.72,,,
10973,339.5,109.73,,,
10974,576.74,109.74,,,
10975,365.68,109.75,,,
10976,614.81,109.76,,,
10977,367.57,109.77,,,
10978,610.56,109.78,,,
10979,311.22,109.79,,,
10980,553.71,109.8,,,
10981,330.18,109.81,,,
10982,599.58,109.82,,,
10983,314.75,109.83,,,
10984,558.0,109.84,,,
10985,311.62,109.85,,,
10986,538.8,109.86,,,
10987,214.09,109.87,,,
10988,516.84,109.88,,,
10989,374.06,109.89,1,Left,green
10990,31.03,109.9,1,Left,green
10991,-1422.26,109.91,1,Left,green
10992,-2555.66,109.92,1,Left,green
10993,-4273.38,109.93,1,Left,green
10994,-5275.96,109.94,1,Left,green
10995,-6601.85,109.95,1,Left,green
10996,-7144.69,109.96,1,Left,green
10997,-7957.75,109.97,1,Left,green
10998,-7633.65,109.98,1,Left,green
10999,-7433.33,109.99,1,Left,green
11000,-6526.44,110.0,1,Left,green
11001,-5541.1,110.01,1,Left,green
11002,-4517.91,110.02,1,Left,green
11003,-3482.88,110.03,1,Left,green
11004,-2214.17,110.04,1,Left,green
11005,-1500.92,110.05,1,Left,green
11006,-281.93,110.06,1,Left,green
11007,283.36,110.07,1,Left,green
11008,1283.16,110.08,1,Left,green
11009,1680.49,110.09,1,Left,green
11010,2580.08,110.1,1,Left,green
11011,2679.56,110.11,1,Left,green
11012,3298.63,110.12,1,Left,green
11013,3329.37,110.13,1,Left,green
11014,3933.1,110.14,1,Left,green
11015,3847.52,110.15,1,Left,green
11016,4266.56,110.16,1,Left,green
11017,4031.63,110.17,1,Left,green
11018,4307.53,110.18,1,Left,green
11019,4016.33,110.19,1,Left,green
11020,4269.84,110.2,1,Left,green
11021,3948.22,110.21,1,Left,green
11022,4180.11,110.22,1,Left,green
11023,3759.33,110.23,1,Left,green
11024,3957.35,110.24,1,Left,green
11025,3534.24,110.25,1,Left,green
11026,3726.99,110.26,1,Left,green
11027,3332.5,110.27,1,Left,green
11028,3460.28,110.28,1,Left,green
11029,2956.83,110.29,1,Left,green
11030,3105.08,110.3,1,Left,green
11031,2707.86,110.31,1,Left,green
11032,2851.83,110.32,1,Left,green
11033,2470.99,110.33,1,Left,green
11034,2665.2,110.34,1,Left,green
11035,2075.86,110.35,1,Left,green
11036,2312.82,110.36,1,Left,green
11037,1503.64,110.37,1,Left,green
11038,1470.05,110.38,1,Left,green
11039,2624.59,110.39,,,
11040,3430.73,110.4,,,
11041,3209.59,110.41,,,
11042,3675.53,110.42,,,
11043,2331.28,110.43,,,
11044,2218.41,110.44,,,
11045,1188.79,110.45,,,
11046,25.11,110.46,,,
11047,-1155.76,110.47,,,
11048,-1703.34,110.48,,,
11049,-2832.76,110.49,,,
11050,-3083.14,110.5,,,
11051,-3472.14,110.51,,,
11052,-2919.27,110.52,,,
11053,-2307.04,110.53,,,
11054,-1066.78,110.54,,,
11055,-557.34,110.55,,,
11056,497.42,110.56,,,
11057,817.03,110.57,,,
11058,1280.99,110.58,,,
11059,589.94,110.59,,,
11060,740.75,110.6,,,
11061,1535.3,110.61,,,
11062,2554.28,110.62,,,
11063,2201.09,110.63,,,
11064,2563.37,110.64,,,
11065,2501.12,110.65,,,
11066,2535.11,110.66,,,
11067,1788.61,110.67,,,
11068,1764.85,110.68,,,
11069,844.89,110.69,,,
11070,552.04,110.7,,,
11071,272.54,110.71,,,
11072,-78.08,110.72,,,
11073,-559.22,110.73,,,
11074,-562.65,110.74,,,
11075,-1113.29,110.75,,,
11076,-1353.23,110.76,,,
11077,-1731.82,110.77,,,
11078,-1638.25,110.78,,,
11079,-1579.31,110.79,,,
11080,-774.15,110.8,,,
11081,-397.61,110.81,,,
11082,301.91,110.82,,,
11083,702.16,110.83,,,
11084,1211.25,110.84,,,
11085,718.19,110.85,,,
11086,231.42,110.86,,,
11087,13.96,110.87,,,
11088,-419.09,110.88,,,
11089,-642.2,110.89,,,
11090,-1074.69,110.9,,,
11091,-1117.84,110.91,,,
11092,-1268.97,110.92,,,
11093,-1229.04,110.93,,,
11094,-1365.24,110.94,,,
11095,-1245.76,110.95,,,
11096,-1304.16,110.96,,,
11097,-1121.01,110.97,,,
11098,-1289.3,110.98,,,
11099,-1133.07,110.99,,,
11100,-1098.99,111.0,,,
11101,-802.87,111.01,,,
11102,-908.22,111.02,,,
11103,-661.49,111.03,,,
11104,-739.13,111.04,,,
11105,-592.61,111.05,,,
11106,-732.63,111.06,,,
11107,-510.26,111.07,,,
11108,-632.38,111.08,,,
11109,-439.16,111.09,,,
11110,-723.6,111.1,,,
11111,-536.62,111.11,,,
11112,145.14,111.12,,,
11113,1744.0,111.13,,,
11114,2873.79,111.14,,,
11115,4112.57,111.15,,,
11116,4650.8,111.16,,,
11117,5370.46,111.17,,,
11118,5355.01,111.18,,,
11119,5462.9,111.19,,,
11120,4892.81,111.2,,,
11121,4690.46,111.21,,,
11122,4079.59,111.22,,,
11123,3767.68,111.23,,,
11124,2946.36,111.24,,,
11125,2593.15,111.25,,,
11126,1834.32,111.26,,,
11127,1545.38,111.27,,,
11128,733.83,111.28,,,
11129,443.72,111.29,,,
11130,-194.1,111.3,,,
11131,-312.93,111.31,,,
11132,-1024.42,111.32,,,
11133,-1224.61,111.33,,,
11134,-1781.69,111.34,,,
11135,-1945.88,111.35,,,
11136,-2537.6,111.36,,,
11137,-2496.03,111.37,,,
11138,-2907.34,111.38,,,
11139,-2717.55,111.39,,,
11140,-3012.93,111.4,,,
11141,-2776.93,111.41,,,
11142,-3136.5,111.42,,,
11143,-3005.68,111.43,,,
11144,-3345.64,111.44,,,
11145,-3109.0,111.45,,,
11146,-3367.52,111.46,,,
11147,-2998.31,111.47,,,
11148,-3188.18,111.48,,,
11149,-2875.44,111.49,,,
11150,-3128.22,111.5,,,
11151,-2739.17,111.51,,,
11152,-2919.06,111.52,,,
11153,-2583.23,111.53,,,
11154,-2677.02,111.54,,,
11155,-2249.72,111.55,,,
11156,-2393.1,111.56,,,
11157,-1928.35,111.57,,,
11158,-2076.45,111.58,,,
11159,-1690.13,111.59,,,
11160,-1844.01,111.6,,,
11161,-1444.61,111.61,,,
11162,-1637.74,111.62,,,
11163,-1205.34,111.63,,,
11164,-1359.59,111.64,,,
11165,-986.07,111.65,,,
11166,-1190.94,111.66,,,
11167,-775.61,111.67,,,
11168,-1036.21,111.68,,,
11169,-673.1,111.69,,,
11170,-889.89,111.7,,,
11171,-482.89,111.71,,,
11172,-666.93,111.72,,,
11173,-291.21,111.73,,,
11174,-533.39,111.74,,,
11175,-68.65,111.75,,,
11176,-270.73,111.76,,,
11177,50.5,111.77,,,
11178,-197.49,111.78,,,
11179,146.53,111.79,,,
11180,-74.71,111.8,,,
11181,232.94,111.81,,,
11182,-5.25,111.82,,,
11183,352.74,111.83,,,
11184,117.87,111.84,,,
11185,411.12,111.85,,,
11186,82.49,111.86,,,
11187,380.99,111.87,,,
11188,88.95,111.88,,,
11189,348.42,111.89,,,
11190,51.63,111.9,,,
11191,321.06,111.91,,,
11192,16.2,111.92,,,
11193,268.35,111.93,,,
11194,-20.18,111.94,,,
11195,247.21,111.95,,,
11196,79.16,111.96,,,
11197,462.92,111.97,,,
11198,175.62,111.98,,,
11199,449.01,111.99,,,
11200,260.66,112.0,,,
11201,649.58,112.01,,,
11202,383.66,112.02,,,
11203,591.46,112.03,,,
11204,320.51,112.04,,,
11205,658.28,112.05,,,
11206,397.97,112.06,,,
11207,628.21,112.07,,,
11208,357.12,112.08,,,
11209,602.1,112.09,,,
11210,308.78,112.1,,,
11211,520.7,112.11,,,
11212,234.44,112.12,,,
11213,473.7,112.13,,,
11214,244.42,112.14,1,Left,green
11215,656.16,112.15,1,Left,green
11216,345.77,112.16,1,Left,green
11217,-542.5,112.17,1,Left,green
11218,-2281.47,112.18,1,Left,green
11219,-3623.28,112.19,1,Left,green
11220,-5354.44,112.2,1,Left,green
11221,-6338.74,112.21,1,Left,green
11222,-7356.19,112.22,1,Left,green
11223,-7639.15,112.23,1,Left,green
11224,-7844.85,112.24,1,Left,green
11225,-7560.09,112.25,1,Left,green
11226,-6567.82,112.26,1,Left,green
11227,-5362.84,112.27,1,Left,green
11228,-4195.63,112.28,1,Left,green
11229,-2821.8,112.29,1,Left,green
11230,-1973.64,112.3,1,Left,green
11231,-711.38,112.31,1,Left,green
11232,-52.52,112.32,1,Left,green
11233,967.96,112.33,1,Left,green
11234,1376.9,112.34,1,Left,green
11235,2220.43,112.35,1,Left,green
11236,2407.15,112.36,1,Left,green
11237,3044.52,112.37,1,Left,green
11238,3070.39,112.38,1,Left,green
11239,3588.91,112.39,1,Left,green
11240,3572.91,112.4,1,Left,green
11241,3988.97,112.41,1,Left,green
11242,3767.73,112.42,1,Left,green
11243,4092.23,112.43,1,Left,green
11244,3835.99,112.44,1,Left,green
11245,4132.24,112.45,1,Left,green
11246,3852.31,112.46,1,Left,green
11247,4094.64,112.47,1,Left,green
11248,3699.82,112.48,1,Left,green
11249,3815.15,112.49,1,Left,green
11250,3372.53,112.5,1,Left,green
11251,3518.88,112.51,1,Left,green
11252,3123.39,112.52,1,Left,green
11253,3333.58,112.53,1,Left,green
11254,2979.83,112.54,1,Left,green
11255,3207.68,112.55,1,Left,green
11256,2651.83,112.56,1,Left,green
11257,2190.83,112.57,1,Left,green
11258,893.29,112.58,1,Left,green
11259,453.9,112.59,1,Left,green
11260,51.24,112.6,1,Left,green
11261,-192.05,112.61,1,Left,green
11262,-682.54,112.62,1,Left,green
11263,978.69,112.63,1,Left,green
11264,1553.85,112.64,,,
11265,1838.79,112.65,,,
11266,2500.31,112.66,,,
11267,3054.07,112.67,,,
